lag_samples,acf_score,phase_score,combined_score
2856,0.0013591010412203,1.00000000000009,0.360869824666412
2798,0.00130626611153393,1.00000000000006,0.360836010311404
2196,0.00129275201302293,1,0.360827361288336
1866,0.00120179805720263,1.00000000000002,0.360769150756617
1850,0.00117287325351601,1.00000000000005,0.36075063888227
2184,0.00105181693976892,1.00000000000002,0.36067316284146
1798,0.0010237901270856,0.999999999999936,0.360655225681312
1860,0.000949591146856135,0.999999999999983,0.360607738333982
3152,0.000896675381165584,1.00000000000008,0.360573872243974
2868,0.000657970282257453,0.999999999999934,0.360421100980621
3154,0.000490799226861589,0.999999999999931,0.360314111505166
2854,0.000471308275873084,1.00000000000001,0.360301637296563
1862,0.000444263911650238,1.00000000000006,0.360284328903478
1864,0.000383094854601104,1.00000000000005,0.360245180706964
2852,0.000147664050376927,0.999999999999974,0.360094504992232
2738,0,1.0000000000001,0.360000000000037
3308,0,1.0000000000001,0.360000000000037
2164,0,1.0000000000001,0.360000000000036
2836,0,1.0000000000001,0.360000000000036
2660,0,1.0000000000001,0.360000000000035
2744,0,1.0000000000001,0.360000000000035
2662,0,1.0000000000001,0.360000000000035
2684,0,1.00000000000009,0.360000000000034
2700,0,1.00000000000009,0.360000000000034
3302,0,1.00000000000009,0.360000000000033
3160,0,1.00000000000009,0.360000000000033
1840,0,1.00000000000009,0.360000000000033
3254,0,1.00000000000009,0.360000000000032
3292,0,1.00000000000009,0.360000000000032
3266,0,1.00000000000008,0.36000000000003
2686,0,1.00000000000008,0.36000000000003
